community,country,text,labels
disabled,ng,I end this essay with questions for government and society. Can there ever be a place for humour in the life of the disabled? Are there disabled friendly environments in Nigeria? Do we have barrier - free restaurants and alternate routes for the disabled? How make out the disabled manage to deal with self assurance? How do they feel when they have to ask for help? Are people with disability lawless? Do government and society owe the great unwashed with disability anything? Abah wrote from Larboard Harcourt.,1
poor-families,bd,"With the assistance of the Shoal Livelihoods Programme done different nongovernmental organization, over unity, 00, 000 poor families exist in the areas of these territorial dominion have achieved the winner to overcome impoverishment since 2004.",1
vulnerable,ca,Capital of rhode island Village will be a space for the Sisters to stay on their authorization of wish for the piteous and meeting the needs of the vulnerable. The village will be a hub for offer service to vulnerable population in Kingston.,1
hopeless,ca,"Astir the same time, she gave an interview to the Unseeable Citizenry project, which documents the lives of the homeless person; she seems hopeless, release to her fate and dubious future.",1
women,za,Pharrell Williams thinks woman nates keep the world.,1
poor-families,ke,"Speaking to Africa Review, he also repoint out that majority of these children come from very wretched families with no permanent story of income since most of their parent are casual labourers who earn goober.",1
in-need,sg,""" "" "" We understand that every dollar counts for these families. As such, we are retailing the MediCards at FairPrice Shop which cater to the budget conscious and are partnering with GP clinics near their vicinity to provide nifty convenience and accessibility to those in need. "" "" <h> Follow ST <atomic number 1> The Straits Times """,1
disabled,gh,He press his chap disabled men and women to support President of the united states Mahama to receive their lives transform.,1
vulnerable,gb,Information technology is worth noting that 23 children coming from vulnerable families in the community welfare from scholarship honour from our constitution include leash in pre - school and 20 at the SOS chief school.,1
women,pk,"What they fail to understand is that education is that when you educated a man, you educate a human being, but when you educate a woman, you educate a whole generation. Women education is important for the solid family. Because women are the mothers of the future generation. If women are uneducated, the future propagation will be uneducated. If women are prepare, the future genesis volition be educated.",1
refugee,hk,"Who blame for this issue? ? The arrangement itself or mass? Must be the hoi polloi ' siemens fault for being refugees or be poor, alternatively natural be in the right country.",1
disabled,za,"A lot of my handicapped patients over the years have gained strength and hope from maine when they see that I as well possess a disablement, but that I ' m coping. Sometimes the biggest gift 1 can give other people with impairment is to prove them that you derriere get a job.",1
hopeless,tz,They admit that they were powerless concluded their addiction - - that their lives birth get unmanageable and hopeless.,1
in-need,sg,"He is more than just an employer to his staff, who include young people at risk and single parents. Food and rip are paid for, and atomic number 2 chips in for necessities similar nestling ' reciprocal ohm allowances or transport fees if someone is in need. Every month, the trained prison counselor also holds mentorship sessions for his staff.",1
women,ng,"I ' m sorry to enjoin that the average Nigerian woman be so much afraid of losing the grounds she has gained. This is unlike the men, who, when they climb up, leave the ladder for other men to climb same ravel to come and meet them on that point. The average Nigerian adult female climbs the ladder and uses her left foot to push the ladder down. It ' s unfortunate. You know why? She lacks confidence in herself. Only a few women leaders ever think that once they comprise up on that point, no matter how they open doors for others, no other woman will come bring them down. That is the reason why a Nigerian woman today will have so much and will still have friends dying of lack.",1
homeless,tz,He articulate he be thrilled to be participating in what really be a life changing opportunity for the state ' s children world health organization were at one time homeless abandoned and without promise.,1
