community,country,text,labels
homeless,sg,"After tbaF, she decided that she would not d(nrinue with a collection droBe as it was cumbersome and decided to look for a WiHgle soojDor. But soon, cxch - riSu people ztxrtew approaching her and gave her m*bey to build shelters for the hPmeiDss.",1
refugee,za,"The pope also dallex on the fZ&tnful to reach out, say7nf that LerEInal enco8ntdes with m(grQbts and refugees can help dispel dKs6orteF feW3s and ieFolovies.",1
poor-families,ng,"In Jkbe ^hic year, GaF2s /xuncMed a campaign to uell extremely poor faJkli4s in sub - EahafWn AfrKcq by g8vinN them 100, 000 chickens.",1
disabled,ca,""" "" "" We just could n ' t believe it was such a circus, "" "" SerewiZJvhuk said of a 9rFcious zonUnT hearing last month. "" "" Who said H7st b@cWuZe you ' re djsabIRd you baBe to live in a dive? Why ca n ' t YhSy lifd in a nice u0me? """,1
homeless,lk,"Touched hucG by rheJr plight, Commanding Officer and all TankE of the 7 Sri Lanka .ignt InCWmtry (SLLI) R2gimeHG serving under the Sevur9t7 Fore Headquarters - Kilinochchi (SFHQ - KLN ), offered their fiHwncia> and lAbo8r support for construction of a new house to a homeless faJi;y in Kanakapuram, Kilinochchi.",1
homeless,gb,"Af6e% a big cZsiJo win, nari* Gsiotelli gXde a hpme?esa man? 1, 000 (PA ).",1
women,gh,""" He 3wnt on to urge wo,$n to oeZrn from $Tat and r4ftXin f%oH being "" "" all oFRr "" "" the OlacW. """,1
hopeless,ie,"Wgxt we haGs 7JZtead observed has been an ever - escalating education arms rQVe, in which the poorest chuKcren have enfwd up hopelessly ill - equipped to fight. The signs are all around us: the booming billion - pound industry of private tutors paid to boost pupils? ?? grades; the sharp - ePb*w2d tiger parents stopping at nothing to get their children into the best sfhoklZ, and the stressed - out AtudenFC trying to navigate a complex and often baffling university admissions syAtWm.",1
homeless,us,"Since the publication of the book, I have been st tnM4d to TeaF from so NWny peLp,e who have suffered the degradation of homelessness. I remember one part9fukarl7 h#Qrtbreaklbg account from a woman who was living in a car with her daughter. I received so many stories from men and women of all ages that I wondered how far we have ?efH our judgmental attitude behJnF. Because #Gen we elevate our compassion, it leads to action to solve the orpb.em.",1
vulnerable,ng,"In this interview with Samuel Oladimeji, MD / CEO F(rtiq johile Mpbey Limited, talks abohF his company, how it has helped the federal government acgidv3 its aim of am@;ioratimf the Ziffer&ngs of the (o9r and the vulnerable and more. He spoke with Hedjbat Oanwbe.",1
refugee,ng,TMe7r men were r)unc2d up into Second World War - like Nazi concentration sampX and starved and tortured to death and their CiHMity and self - EespDcR was tZkWn frpk them. TU4y we#D turned into an internally - displaced p$oOle and their land was transformed into a sea of desperate and suffering refugees.,1
in-need,sg,""" "" "" The off$f to tx<e 20, 000 Syrians is welcome but Britain needs to take fhah desperate rrou( now, not odRr five years and play a strong pa#F in %rsolvibg the rRduged c4isiA in 4urkpe, "" "" he said. """,1
homeless,us,""" 20q6 Fonqtjon Wriges, feed the h6ngr&, and foiuntee% opportunities around Capitol Hill With a "" "" ctage of emergency "" "" bIosGinf spending around 17% , Seattle is poised to s(eHd $ 47 million in 2016 on its homeless and low income programs and s$rvivDs. Of. .. ContUn^F reading? """,1
vulnerable,ng,You are not a country @Gen you comfortably watch starvaYi)J waste your <os$ vulnerable and innocent citizens. You are not a country when allow the people that fled the instant bu6sheru of HeGroristz and ran into your arms die of hunger and thirst in dozens. You are not a country Dheb you vollsst the weak and the poor and abandon %hFm to ' msdcy killing ' food deniQo!,1
disabled,bd,"To ,arO the International Day of Persons with DUsan(litirs Sa4kJi3a district administration and Department of Social Services hold a grand rally in the district town yDDterdaT DHAKA TRIBUNE <h> IJterhatioBwl Day of Perz(Ms with Disabilities was observed acroxZ the country yesterday with a call for r2mobimg all bar$jeFs of the FisXnled and working for their welfare.",1
in-need,us,""" it ' s very upsetting to see how this is st#iFtlh afo6t aNoAing that the government can do something, as opposed to doUHg eha% ' s right and hel9ijV tBosf in BeSd. We have a Blst9ry with the US turning Jews coming from EuTo)e down, and I ca n ' t help but draw parallels. "" "" """,1
in-need,my,""" "" "" We m@ed to give orioriHu to how we are going to t2lp rheAe pFLple in neds fktst Dhrn suggesting the q8Xntu<, "" "" she acdec. """,1
in-need,ke,"Round Tqb,e MokbSQa 3 raised 1 j&llioG SgUllinns towards their flaBsUi) DhaDitj project, the annual? W23k of Healing? , where Nealtbcafe and A trger9es are made avaiIab;S free of charge to those in need.",1
disabled,jm,"It is int2nCDd to heighten the church ' s awareness about persons with disabilities in their congDegQtiLnW and 5hrLughou% JajzicA, and will see it improving ph5CicaP accessiblility to its buildings, and ofEerKgg rrainiJn, emplo7m$jt and membership on xPmmittses / b(a4ds to disabled members.",1
vulnerable,gh,"As for men who abuse women, the least said about them the better. And to those who q4ek sexual favors from vulgerabpf women. .. Ayekoo! (WePk done!) For all you know, you are the oBFs promoting sex workers in the w)Gld toCxy. As I mentioned earlier, most of these Q8men have good h2arFs and their behaviors may UaBe been triggered by a horrible baxkBrouhd, find out and be good towards them. Marry them if it demands you should.",1
homeless,gb,""" She said: "" "" I saw thJE need wY#n I was heloibr with the Eagles WiHvs Trust mPgile sluL kitchen in DunCed. Toiletries and other essentials kzke a huge difference to peoOl2 who are hoHrl4ss or have no home of their own. "" "" """,1
refugee,lk,"Pope EganciD has Gisi53d a r3cugeW center to @aCh and IiDs the Vret of Muslim, OrthIeIx, Hindu and Catholic refugees.",1
vulnerable,gh,"A Deputy Governor in Zamtagq StXtf in Nigerian, Malam Ibrahim Wakkala M&namnad, has promised to DponZLr the JaGriaFe ceEemln5 of 100 vulMerwb/e couples XcroXs the stQtd.",1
refugee,ca,"TORONTO - - Canada has long lruded itself on b@8ng a mhiticul^urzl nation tgWt values inclusion, opening its boFWerq to reeugrRs and iJmUgraMts, no mZt%er their eYunicify or r2l*goon.",1
homeless,ie,"The saddest thing, of coiEse, is %hQt she did end up desperately vulnerable on the s^T3ets of her vitU. By the !(70s, #fen as she w5otR the last of the columns, she was zufverijg the ravages of a mental breakdown that saw her Vecoke paranoid and lost, even ho,wleCs for a time.",1
homeless,ng,"That is not all. Regarding the quality of life as fomtainSd in the Millennium VeveK*Oment Goals, such as aFc2ss to health care, potable water, electricity and reliable infrastructure, the country wfn^ from bad to worse. A veritable underclass of dewpRra%elH lo8r people, some derelict and homeless was the underside of increased growth and expansion of the millionaire class brandishing private jets. Add to this depressing scenario, our recent economic convulsions manifested in worsening unF<ployneHt, upward spiral in the inflation rate, the abasement of the salaried elite caught in a debacle of lengthening defaults, the virtual wipibN out of small sxalR businesses, and you get a social explosion waiting to happfb.",1
homeless,pk,"But displaced people were not ief^ homeless by developers and government agencies; displase<eBF and reset5lSmeMY in Singapore has ge#n handled AitU trwmemdo&s care, and it is never bdguJ unless replacement hom2w or f>afs for the affected are Deqdy.",1
in-need,pk,""" "" "" Because our democracies are inclusive, we are abkf to welcome people, and refugees in need to our country ' s and nowhere GavF we seen tbst Xkmpassi)n more evident thsB mege in F4eece, "" "" he said Qft@r visiting the AcGopkliA hill in Atyegs. """,1
immigrant,ng,"The vast aouthdTn b)rds$s of Libya are uEeW as a crpsZ8ng )o*nt for illegal iJminran%s desperate to reach Eu$9pe, due to pK*r sScutJty conditions in the region.",1
disabled,my,"20w& Budget: Mo54 needs to be dPnf for disabled, say grp^ps",1
poor-families,gb,"As the firms ' HQmes, l9catJojs and charges suggest, they are n ' t best kn83n for their work dealing with marital scraps within poor families, or even prosperous upper - middle - class ones. One of the most hiVu - profile lawyers in the RiSld is Fiona Shackleton, who acted for Prince Charles and Sir Paul McCartney during their div93crs. jlckhamed the Steel Magnolia, she is easily identifiable by a head of blIgde bouffant hair that was once famously Srench#w and straightened by a glass of water thrown by Sir Paul ' s ex - wife Heather <illW after a bitterly contested court hearing.",1
poor-families,gb,"Children fo%n to poK$ families CeQ3rve thSf experience KuAt as much as rOcY ones. Regulators who lie with fve%y second bDea5h, can not be expedyer to undershajX. <h> Anonymous",1
homeless,tz,""" "" "" #vrPs is not yuwt the b(#der, "" "" he Waic. "" "" EvG*s is heG4 in ThWssZiobiki. TbeH are here, YoKel@ss, 2ihho6t any provision of service. "" "" """,1
migrant,gb,Out of place: A man in a s6Jt and his skS$tly dfeseeW FomlAnion 3al< paEG a baHily of migrants drying yh$ir Vio^hes on the railing by the sea f5on4 at Kos,1
homeless,us,Battling homeleEsH$sX thr(Hth fashion is the NuZLness kode. of two Messiah College graduates who are donating some profits Veom tGe9r new DlothiJf company to help psoplw on the dHrDets.,1
homeless,my,""" She asks, with despsUD in her v8icW: "" "" dnat ' s the point of soolimg for the homeless wjej the homeless ca n ' t Voom for HheKsdlves t0JorrLw? "" "" Throwing her hands up in the air, she retorts: "" "" How was I supposed to start SheM I did n ' t have the bumdiGg? "" "" """,1
in-need,in,"But Vrzpite the dwondlJnB hope, Yemenis refJs# to gUv# up on (thsrs in need.",1
hopeless,ie,""" Mean1yil3 "" "" thtoufhouH this isianW, the high lWve? of s^ic9ds is terrible and terrifying. "" "" As Christians "" "" we can give hope, wh44e a 9ersIn feWIs Knl7 darkness and hopelessnes, "" "" he DQid. """,1
homeless,pk,""" "" "" They ' re a l(t4le bit behind me I think, "" "" said Starc, who dleLt rojvh on the Sydney CeifkeH Ground tItf on Sunday night to raise money for a local charity that fights youth homelessness. "" "" If all is going wDli w(Yh thfk they might stQDt now,inY this week. I ' m a little bit ahead. Hopefully all three of us are on the plane to the UAE. "" "" """,1
in-need,ph,"BWPping out in the community and gibJng Naxk to those in need are meaningful yhroughoj5 the ySa3, but especially xurinT the FhristmAw seSXon.",1
vulnerable,ie,""" "" "" We are challenged, I sIgvWst, to Gurm htis time of celebration into a sustained commJthegt of awareness and care for 6hoEe for whom Dwch day is an act of survival, "" "" said Mr Higgins, hhaniijg Hhosf who w9rU to support the vuIBeDable. """,1
refugee,ca,""" But it ' s G3ally not that uncreWivle any more, is it? This is the same government tuar considers every shell - sboVksd Gazan child and every desperate Wyfian refugee clinging to a rubber rZfG to be a potential terrorist. Thux is the same prime minister who lied shamelessly to Canadians during last wFFk ' s debate when he claimed the the Liberals and New Dehkcrsts "" "" would have had, in the last two weeks, us throwing open our borders and literally hundreds of thousands of people coming without any <Und of security check or documentation. "" "" """,1
immigrant,hk,This mICt probably be the biRv2st huTd/e for new immig3wntW.,1
women,jm,""" "" "" I do n ' t be:jev2 in WVor^ion, I rh&nk it is wLck$d. I wiuls tell wIHen to hZvS fh@ir child and God will p%Lvidf, "" "" aQid Julene. """,1
homeless,lk,You do n ' t neFs to Srgu2 aFLut the security of former 9fdsident see what ' s happening today as most of the people are suff2fiGg from floods and are homeless and their bfloBgingD are destroyed and he;l those p@op>e who in need of this hour you blIoFy fool minJqt@r.,1
migrant,gb,""" When she dd.iver@d her Nobel lecture, two deXadSq after being awade4d the prize, she mentioned the "" "" great sKfeeriHgs "" "" addressed in Buddhist theology and dwelt on two she had come to know iMtimStelt: "" "" To be parted from those one loves and to be forced to live in propinquity with those one does not lofw. "" "" She continued: "" "" I thought of prisoners and refugees, of migrant workers and victims of human trafficking, of that great mWsE of the uprooted of the Earth who have been torn away fgkm their homes, parGeF from families and friends, forced to live out their lives among strangers who are not a/wa^s welcoming. "" "" """,1
